activation,layers,width,mse,train_time_sec
tanh,1,1,0.011386039666831493,0.9512012004852295
tanh,1,2,2.8021207981510088e-05,0.8893020153045654
tanh,1,3,0.00020604938617907465,0.9310529232025146
tanh,1,4,1.2949567462783307e-05,0.9241909980773926
tanh,1,5,2.380318437644746e-05,0.8994829654693604
tanh,1,6,6.988926770645776e-08,0.8955428600311279
tanh,1,7,7.250514499901328e-06,0.9016170501708984
tanh,1,8,1.5639736261618964e-07,0.9064440727233887
tanh,1,9,3.212950559827732e-06,0.9121921062469482
tanh,1,10,4.743591034639394e-06,0.9828341007232666
tanh,1,11,5.503722491084773e-07,0.9095468521118164
tanh,1,12,2.2065776192903286e-06,0.9430959224700928
tanh,1,13,1.5360917586804135e-06,0.9001638889312744
tanh,1,14,6.8188119257683866e-06,0.9054882526397705
tanh,1,15,6.982877494010609e-06,0.9064602851867676
tanh,1,16,3.3007094657477865e-07,0.9169902801513672
tanh,1,17,1.8861514945456292e-06,0.9356889724731445
tanh,1,18,1.7555788645040593e-06,0.9095990657806396
tanh,1,19,1.523974368922154e-08,0.9288051128387451
tanh,1,20,1.544470705994172e-06,0.9442720413208008
tanh,2,1,0.0001618020614841953,1.1904380321502686
tanh,2,2,3.1747833418194205e-05,1.201244831085205
tanh,2,3,3.0185713058017427e-06,1.2148809432983398
tanh,2,4,1.0359821317251772e-05,1.2348120212554932
tanh,2,5,5.449891432363074e-06,1.2187011241912842
tanh,2,6,1.4943339010642376e-06,1.2380223274230957
tanh,2,7,6.157486495794728e-06,1.2659640312194824
tanh,2,8,8.504096058459254e-07,1.223459005355835
tanh,2,9,2.2722677783804102e-07,1.267509937286377
tanh,2,10,2.4157923235179624e-06,1.2513198852539062
tanh,2,11,2.2847498115652343e-08,1.2659027576446533
tanh,2,12,7.441061598001397e-07,1.2792341709136963
tanh,2,13,5.319254796631867e-07,1.2920660972595215
tanh,2,14,4.080252153926267e-07,1.2849500179290771
tanh,2,15,5.92189394410525e-07,1.3512449264526367
tanh,2,16,6.17122282164928e-07,1.2996809482574463
tanh,2,17,6.432505728071192e-08,1.3227357864379883
tanh,2,18,1.7417087860849279e-07,1.3512108325958252
tanh,2,19,2.4182620350643447e-08,1.3162047863006592
tanh,2,20,1.211398767964056e-07,1.3173391819000244
tanh,3,1,0.00029693733085878193,1.5244600772857666
tanh,3,2,3.829810566458036e-07,1.6102838516235352
tanh,3,3,7.730229754088214e-07,1.5649800300598145
tanh,3,4,1.1477353609734564e-06,1.5429320335388184
tanh,3,5,7.193018518591998e-07,1.55538010597229
tanh,3,6,8.682542329552234e-08,1.5505211353302002
tanh,3,7,1.9541987512639025e-06,1.6214358806610107
tanh,3,8,3.657870806250685e-08,1.553297996520996
tanh,3,9,7.402036317216698e-07,1.5648691654205322
tanh,3,10,1.76175021238123e-07,1.6472878456115723
tanh,3,11,7.828202797099948e-07,1.642510175704956
tanh,3,12,1.0690894924891836e-07,1.5795230865478516
tanh,3,13,3.8295596027637657e-07,1.650918960571289
tanh,3,14,1.220816017166726e-07,1.6462600231170654
tanh,3,15,1.2857245224040525e-07,1.691762924194336
tanh,3,16,1.0056896115884228e-07,1.6494121551513672
tanh,3,17,2.2274702971003535e-08,1.6548008918762207
tanh,3,18,1.0026478491909074e-07,1.6526389122009277
tanh,3,19,7.837418536382756e-08,1.6951029300689697
tanh,3,20,0.001722272951155901,1.6614129543304443
tanh,4,1,4.607397931977175e-05,1.8057050704956055
tanh,4,2,2.323670571513503e-07,1.8378617763519287
tanh,4,3,1.9674323539220495e-06,1.8527460098266602
tanh,4,4,2.7333942398399813e-07,1.8279809951782227
tanh,4,5,1.7900084969824093e-07,1.8677709102630615
tanh,4,6,6.167638133547371e-08,1.874690055847168
tanh,4,7,3.643158663635404e-08,1.9028129577636719
tanh,4,8,3.778385178065946e-07,1.9145359992980957
tanh,4,9,2.6203549552406002e-08,1.904587984085083
tanh,4,10,0.00012422361760400236,1.9261319637298584
tanh,4,11,2.5144154847112077e-07,2.000854015350342
tanh,4,12,4.165223188579148e-08,1.923689842224121
tanh,4,13,1.4945247528430627e-07,1.9660861492156982
tanh,4,14,5.45582850008941e-08,2.0403521060943604
tanh,4,15,2.7107722289088088e-08,2.0586869716644287
tanh,4,16,1.5099571726295835e-07,2.015929698944092
tanh,4,17,0.00013867061352357268,2.136115074157715
tanh,4,18,1.936562625814986e-07,2.039996862411499
tanh,4,19,2.823303191235027e-07,2.029259204864502
tanh,4,20,1.5706133353887708e-06,2.032118082046509
tanh,5,1,2.241827496618498e-05,2.2083072662353516
tanh,5,2,2.48531733859636e-07,2.223339080810547
tanh,5,3,7.497050091842539e-07,2.2499001026153564
tanh,5,4,1.3285625755088404e-07,2.2385802268981934
tanh,5,5,2.2023050405550748e-07,2.263875961303711
tanh,5,6,1.8793031131281168e-07,2.2844228744506836
tanh,5,7,4.1314916643386823e-07,2.370521068572998
tanh,5,8,1.9045040744458674e-07,2.2745158672332764
tanh,5,9,4.2752594708872493e-07,2.3154709339141846
tanh,5,10,2.4433017387082145e-08,2.4105947017669678
tanh,5,11,4.776585456056637e-07,2.4310662746429443
tanh,5,12,3.774658452471158e-08,2.358909845352173
tanh,5,13,5.4391144033161254e-08,2.4845099449157715
tanh,5,14,8.477449853216967e-08,2.53804087638855
tanh,5,15,4.625612604058915e-08,2.5751209259033203
tanh,5,16,4.644808484499663e-07,2.481013059616089
tanh,5,17,1.696936280382033e-08,2.528872013092041
tanh,5,18,2.2923188680579187e-07,2.503016948699951
tanh,5,19,1.5344375015047262e-06,2.604705810546875
tanh,5,20,6.503719163220012e-08,2.5042309761047363
tanh,6,1,4.859756518271752e-05,2.5066709518432617
tanh,6,2,5.620742058454198e-07,2.572068214416504
tanh,6,3,5.654229653373477e-07,2.5662240982055664
tanh,6,4,9.638510078957552e-08,2.5399768352508545
tanh,6,5,7.474579888366861e-07,2.6264450550079346
tanh,6,6,4.993373892148156e-08,2.6238670349121094
tanh,6,7,1.1168333813316167e-08,2.690453052520752
tanh,6,8,4.0837477399691124e-07,2.630934000015259
tanh,6,9,3.7354519008658826e-05,2.6658871173858643
tanh,6,10,5.6398329206786e-07,2.708218812942505
tanh,6,11,1.9652185656582333e-08,2.8090970516204834
tanh,6,12,4.8745285312179476e-05,2.7069098949432373
tanh,6,13,5.074805287108575e-08,2.7928948402404785
tanh,6,14,6.471496760696027e-08,3.0848779678344727
tanh,6,15,1.4770577649869665e-07,2.9811341762542725
tanh,6,16,5.8278189385418955e-08,2.847200870513916
tanh,6,17,9.636282882752312e-09,2.883978843688965
tanh,6,18,4.972177976014791e-07,2.892331123352051
tanh,6,19,6.2645910681169426e-09,2.9696340560913086
tanh,6,20,2.7945614533564367e-07,2.88236403465271
tanh,7,1,0.0001165718786069192,2.8402259349823
tanh,7,2,5.832661713611742e-07,2.9139950275421143
tanh,7,3,1.7063516821735902e-08,2.916116952896118
tanh,7,4,0.0001474689634051174,2.8690590858459473
tanh,7,5,4.029990918752446e-08,2.9619529247283936
tanh,7,6,6.573698385636817e-08,2.969843864440918
tanh,7,7,3.6501262457022676e-06,3.0773048400878906
tanh,7,8,7.075274425005773e-06,2.976102828979492
tanh,7,9,1.8401689061420257e-08,3.03471302986145
tanh,7,10,2.141251371767794e-07,3.0681517124176025
tanh,7,11,3.3333765969700835e-08,3.2265658378601074
tanh,7,12,7.924709643702954e-05,3.0895678997039795
tanh,7,13,6.298987642594511e-08,3.1773858070373535
tanh,7,14,3.1752301765664015e-06,3.282648801803589
tanh,7,15,2.5994782845373265e-05,3.339855909347534
tanh,7,16,8.164273168631553e-08,3.136932134628296
tanh,7,17,3.4643424129399136e-08,3.279500961303711
tanh,7,18,9.807201450939829e-08,3.2084898948669434
tanh,7,19,9.51607290744505e-08,3.210580825805664
tanh,7,20,5.02027397430993e-08,3.253067970275879
tanh,8,1,8.412198803853244e-05,3.1156349182128906
tanh,8,2,2.535911391987611e-07,3.1605801582336426
tanh,8,3,1.2380905900499783e-06,3.2315471172332764
tanh,8,4,1.1844230130009237e-07,3.3212380409240723
tanh,8,5,1.8615769192820153e-07,3.208548069000244
tanh,8,6,3.135966863965223e-08,3.294449806213379
tanh,8,7,1.510219505007626e-08,3.3624560832977295
tanh,8,8,7.028067727787857e-08,3.239075183868408
tanh,8,9,1.331549839278523e-07,3.3703501224517822
tanh,8,10,5.060054775185563e-08,3.3801541328430176
tanh,8,11,2.732250692361049e-08,3.4984240531921387
tanh,8,12,5.086698351419727e-08,3.440567970275879
tanh,8,13,3.588806052334803e-08,3.5498762130737305
tanh,8,14,6.217371992534027e-05,3.6559019088745117
tanh,8,15,4.790332397419661e-08,3.7545359134674072
tanh,8,16,0.00011773986625485122,3.503789186477661
tanh,8,17,2.2030832042219117e-05,3.5698139667510986
tanh,8,18,9.894091590467724e-07,3.6199069023132324
tanh,8,19,9.416942958750951e-08,3.5999419689178467
tanh,8,20,1.0452281173911615e-07,3.6007111072540283
tanh,9,1,0.1612357348203659,3.540836811065674
tanh,9,2,3.2962404361569497e-07,3.4744229316711426
tanh,9,3,2.3051018160913372e-07,3.5343449115753174
tanh,9,4,1.1399961863389763e-07,3.49826717376709
tanh,9,5,1.152152549366292e-06,3.6066269874572754
tanh,9,6,4.917795877190656e-07,3.597917079925537
tanh,9,7,7.250008593473467e-08,3.7411699295043945
tanh,9,8,1.95452770412885e-07,3.5616629123687744
tanh,9,9,2.6108764927812445e-08,3.7431130409240723
tanh,9,10,8.799146655746881e-08,3.7795791625976562
tanh,9,11,2.0292454792070203e-06,3.853788137435913
tanh,9,12,5.5791492314938296e-08,3.75529408454895
tanh,9,13,3.904602152715597e-08,3.908782958984375
tanh,9,14,1.8033144755236208e-08,3.978715181350708
tanh,9,15,6.262735610107484e-07,4.126488924026489
tanh,9,16,1.7723576775097172e-06,3.984009027481079
tanh,9,17,7.656812073264518e-08,3.9863460063934326
tanh,9,18,5.519908530260409e-09,3.9634790420532227
tanh,9,19,2.0848128556849588e-08,4.037957191467285
tanh,9,20,1.8716450256306416e-07,3.9844229221343994
tanh,10,1,0.0001278635609196499,3.737727165222168
tanh,10,2,5.0219741751789115e-06,3.7753658294677734
tanh,10,3,1.7923407824582682e-07,3.9582159519195557
tanh,10,4,0.00022050559346098453,3.800130844116211
tanh,10,5,1.602720445248451e-08,3.8854780197143555
tanh,10,6,1.1396522836548684e-07,3.9311649799346924
tanh,10,7,3.2509881293663057e-06,4.074177980422974
tanh,10,8,1.3035184565524105e-05,3.9196617603302
tanh,10,9,2.407525244052522e-06,4.024916887283325
tanh,10,10,2.104339102970698e-08,4.145356893539429
tanh,10,11,5.628228905152355e-08,4.216854095458984
tanh,10,12,1.1185083970133292e-08,4.321223258972168
tanh,10,13,3.580892027343907e-08,4.279469013214111
tanh,10,14,9.747842000251694e-08,4.358464956283569
tanh,10,15,2.05994723501135e-07,4.524658918380737
tanh,10,16,3.999473818794286e-08,4.311590909957886
tanh,10,17,6.896697613001379e-08,4.286495923995972
tanh,10,18,2.4592666250100592e-06,4.3098227977752686
tanh,10,19,9.253822952359769e-08,4.397629022598267
tanh,10,20,3.707908291517015e-08,4.328399181365967
relu,1,1,0.002697308547794819,0.9333198070526123
relu,1,2,0.0026973080821335316,0.9337441921234131
relu,1,3,0.002391510410234332,0.9343421459197998
relu,1,4,0.0026973136700689793,0.9366250038146973
relu,1,5,0.002493457170203328,0.9399070739746094
relu,1,6,0.002697303192690015,0.937305212020874
relu,1,7,0.0015063030878081918,0.9426710605621338
relu,1,8,0.00269730924628675,0.9749629497528076
relu,1,9,0.0013918967451900244,0.9501283168792725
relu,1,10,0.00030192342819646,0.9449810981750488
relu,1,11,2.421176031930372e-05,0.9443140029907227
relu,1,12,0.002395794028416276,0.9439148902893066
relu,1,13,0.0002161790762329474,0.9456191062927246
relu,1,14,0.002208289224654436,0.9488639831542969
relu,1,15,6.90780216245912e-05,0.9444959163665771
relu,1,16,0.0008071698830462992,0.9407439231872559
relu,1,17,6.28835114184767e-05,0.9452061653137207
relu,1,18,0.00015895556134637445,0.976367712020874
relu,1,19,2.400825178483501e-05,0.9498000144958496
relu,1,20,0.00019291885837446898,0.9439218044281006
relu,2,1,0.002594258403405547,1.242156982421875
relu,2,2,0.16123566031455994,1.27891206741333
relu,2,3,0.002490405458956957,1.2671942710876465
relu,2,4,0.0006267119897529483,1.249617099761963
relu,2,5,0.16123582422733307,1.292046070098877
relu,2,6,9.40130848903209e-05,1.2674610614776611
relu,2,7,0.0026973048225045204,1.2812879085540771
relu,2,8,1.8995873688254505e-05,1.3008511066436768
relu,2,9,3.8565929571632296e-05,1.2892649173736572
relu,2,10,0.00037400147994048893,1.2912938594818115
relu,2,11,7.623853161931038e-05,1.3327150344848633
relu,2,12,3.0442713978118263e-05,1.290808916091919
relu,2,13,4.120019366382621e-05,1.4143438339233398
relu,2,14,5.206482092035003e-05,1.3740317821502686
relu,2,15,5.941792551311664e-05,1.345775842666626
relu,2,16,4.384094427223317e-05,1.3493049144744873
relu,2,17,0.00020816527830902487,1.3791401386260986
relu,2,18,5.179821528145112e-06,1.3470330238342285
relu,2,19,9.116841829381883e-05,1.3530550003051758
relu,2,20,5.066780431661755e-05,1.3802578449249268
relu,3,1,0.1612354815006256,1.5520520210266113
relu,3,2,0.1612357646226883,1.5715622901916504
relu,3,3,0.16123582422733307,1.6126728057861328
relu,3,4,0.0026854234747588634,1.5712199211120605
relu,3,5,0.0005546365864574909,1.5856387615203857
relu,3,6,0.0018212354043498635,1.6215300559997559
relu,3,7,5.4024476412450895e-06,1.6157200336456299
relu,3,8,2.7379821403883398e-05,1.5844149589538574
relu,3,9,1.0301041584170889e-05,1.6411781311035156
relu,3,10,0.00020104236318729818,1.620436429977417
relu,3,11,0.0001791720133041963,1.6537809371948242
relu,3,12,0.00020377103646751493,1.6565570831298828
relu,3,13,0.00045674890861846507,1.6671040058135986
relu,3,14,8.841332601150498e-06,1.6836159229278564
relu,3,15,8.027661533560604e-05,1.7467329502105713
relu,3,16,8.158188393281307e-06,1.6518399715423584
relu,3,17,0.00015768740558996797,1.677215814590454
relu,3,18,7.838978490326554e-06,1.711411952972412
relu,3,19,7.140994966903236e-06,1.6850252151489258
relu,3,20,3.809430927503854e-05,1.6943690776824951
relu,4,1,0.1612357646226883,1.874330997467041
relu,4,2,0.16123554110527039,1.859076738357544
relu,4,3,0.1612357646226883,1.8921458721160889
relu,4,4,0.1612357646226883,1.8940150737762451
relu,4,5,0.0004254986415617168,1.905987024307251
relu,4,6,0.002697300398722291,1.907825231552124
relu,4,7,0.0001141392276622355,2.0433781147003174
relu,4,8,2.6673915272112936e-05,1.8994948863983154
relu,4,9,1.1263207852607593e-05,1.9382529258728027
relu,4,10,1.626457742531784e-05,1.9923558235168457
relu,4,11,7.474383164662868e-05,1.997865915298462
relu,4,12,1.3935366041550878e-05,1.9576032161712646
relu,4,13,0.00021783569536637515,2.03303599357605
relu,4,14,2.387426866334863e-05,2.0695040225982666
relu,4,15,6.6125967350672e-06,2.0944998264312744
relu,4,16,9.405542868989869e-07,1.9940168857574463
relu,4,17,9.55084033193998e-06,2.040842056274414
relu,4,18,2.6135105144931003e-05,2.0494489669799805
relu,4,19,2.9249524686747463e-06,2.031238317489624
relu,4,20,7.514169556088746e-05,2.0222678184509277
relu,5,1,0.1612357646226883,2.168329954147339
relu,5,2,0.1612357646226883,2.174509048461914
relu,5,3,0.1612357646226883,2.1951751708984375
relu,5,4,0.1612357646226883,2.1935248374938965
relu,5,5,0.1612357348203659,2.2078559398651123
relu,5,6,0.1612357348203659,2.2269721031188965
relu,5,7,8.280073234345764e-05,2.3090977668762207
relu,5,8,4.526140037341975e-05,2.20340895652771
relu,5,9,0.0006158514297567308,2.2555861473083496
relu,5,10,5.869787491974421e-05,2.321564197540283
relu,5,11,6.247342298593139e-06,2.349506139755249
relu,5,12,5.712366692023352e-05,2.3492441177368164
relu,5,13,0.0005317549803294241,2.515043020248413
relu,5,14,2.46180638896476e-06,2.4165937900543213
relu,5,15,2.984637649205979e-05,2.4884071350097656
relu,5,16,2.867665216399473e-06,2.322748899459839
relu,5,17,0.00018692307639867067,2.405752182006836
relu,5,18,5.0270198698854074e-05,2.3776519298553467
relu,5,19,4.1745533962966874e-06,2.3915717601776123
relu,5,20,3.300885146018118e-05,2.4109041690826416
relu,6,1,0.1612357646226883,2.4758691787719727
relu,6,2,0.16123554110527039,2.472368001937866
relu,6,3,0.1612357348203659,2.5088720321655273
relu,6,4,0.00039069593185558915,2.4975531101226807
relu,6,5,0.000634849420748651,2.538923978805542
relu,6,6,9.018099081004038e-05,2.542509078979492
relu,6,7,0.00015096367860678583,2.6003799438476562
relu,6,8,0.0003418886917643249,2.5441341400146484
relu,6,9,0.0019965849351137877,2.608880043029785
relu,6,10,3.0966837130108615e-06,2.7127511501312256
relu,6,11,0.00011727699893526733,2.813616991043091
relu,6,12,1.0459109034854919e-05,2.779801845550537
relu,6,13,4.400755642564036e-06,2.817715883255005
relu,6,14,0.0001975189516087994,2.9569969177246094
relu,6,15,3.464937435637694e-06,3.0604188442230225
relu,6,16,3.940847818739712e-05,2.995764970779419
relu,6,17,1.738878017931711e-05,2.843000888824463
relu,6,18,9.747677722771186e-06,2.8466250896453857
relu,6,19,0.0018393731443211436,2.921956777572632
relu,6,20,1.0372020369686652e-05,2.849708080291748
relu,7,1,0.1612357646226883,2.881465196609497
relu,7,2,0.16123586893081665,2.8829002380371094
relu,7,3,0.1612357646226883,3.1156630516052246
relu,7,4,0.1612357348203659,2.984351873397827
relu,7,5,0.001762723084539175,2.9472897052764893
relu,7,6,0.1612357646226883,2.9810338020324707
relu,7,7,1.7748563550412655e-05,3.14691424369812
relu,7,8,0.0009673367603681982,2.9931650161743164
relu,7,9,0.0004095516342204064,2.95497989654541
relu,7,10,3.601788876039791e-06,3.017582893371582
relu,7,11,2.635210330481641e-05,3.0711119174957275
relu,7,12,0.1612357646226883,3.0728330612182617
relu,7,13,2.2748268747818656e-05,3.1920530796051025
relu,7,14,7.06500286469236e-05,3.179184913635254
relu,7,15,0.0001955907791852951,3.2855000495910645
relu,7,16,8.876542665348097e-07,2.989237070083618
relu,7,17,5.578784566750983e-06,3.0628883838653564
relu,7,18,3.865168764605187e-06,3.0775392055511475
relu,7,19,2.413386755506508e-05,3.045869827270508
relu,7,20,1.0538213246036321e-05,3.0520598888397217
relu,8,1,0.1612357646226883,3.0548901557922363
relu,8,2,0.1612357646226883,3.0664472579956055
relu,8,3,0.1612357646226883,3.2442269325256348
relu,8,4,0.1612357646226883,3.092810869216919
relu,8,5,0.16123589873313904,3.1615469455718994
relu,8,6,0.0005740242195315659,3.171442985534668
relu,8,7,9.864901221590117e-05,3.2729780673980713
relu,8,8,3.2050251320470124e-05,3.1631150245666504
relu,8,9,0.0010066023096442223,3.2671799659729004
relu,8,10,7.44841163395904e-05,3.2846226692199707
relu,8,11,0.1612357646226883,3.3828060626983643
relu,8,12,1.2120231986045837e-05,3.382657051086426
relu,8,13,0.0005559586570598185,3.4211080074310303
relu,8,14,0.008805022574961185,3.475804090499878
relu,8,15,1.2420380244293483e-06,3.5747079849243164
relu,8,16,4.329408056946704e-06,3.3517141342163086
relu,8,17,4.029723186249612e-06,3.419165849685669
relu,8,18,7.482061482733116e-05,3.3955209255218506
relu,8,19,1.3347324966161977e-05,3.414879083633423
relu,8,20,0.16123582422733307,3.450745105743408
relu,9,1,0.16123569011688232,3.336287021636963
relu,9,2,0.16123589873313904,3.6453020572662354
relu,9,3,0.1612357646226883,3.656018018722534
relu,9,4,0.1612357348203659,3.5617830753326416
relu,9,5,0.0002379964425927028,3.676717758178711
relu,9,6,0.0012096405262127519,3.7098190784454346
relu,9,7,0.1612357646226883,3.713458299636841
relu,9,8,0.16123569011688232,3.7764739990234375
relu,9,9,6.990515248617157e-05,3.556981086730957
relu,9,10,0.1612357646226883,3.6841821670532227
relu,9,11,2.4321116143255495e-05,3.7179789543151855
relu,9,12,0.00012045104085700586,3.590632915496826
relu,9,13,4.5144402065488975e-06,3.74418306350708
relu,9,14,0.00017220215522684157,3.8295488357543945
relu,9,15,3.833292339550098e-06,3.9735140800476074
relu,9,16,0.00747981620952487,3.9027137756347656
relu,9,17,9.873107956082094e-06,4.069529056549072
relu,9,18,1.2030761354253627e-05,4.426757097244263
relu,9,19,9.570276233716868e-06,3.9408648014068604
relu,9,20,9.639173185860272e-06,3.7873141765594482
relu,10,1,0.1612357646226883,3.608527898788452
relu,10,2,0.1612357646226883,3.7467517852783203
relu,10,3,0.16123582422733307,3.762345314025879
relu,10,4,0.00014504183491226286,3.670048952102661
relu,10,5,0.1612357646226883,3.754528760910034
relu,10,6,0.004257315304130316,3.8279669284820557
relu,10,7,2.6453339160070755e-05,4.0450358390808105
relu,10,8,0.00022886693477630615,3.755742073059082
relu,10,9,0.16123569011688232,3.8875389099121094
relu,10,10,0.003507068147882819,3.941620111465454
relu,10,11,1.9733044609893113e-05,4.299148797988892
relu,10,12,8.971261195256375e-06,3.9654667377471924
relu,10,13,5.9118458011653274e-05,4.074084758758545
relu,10,14,1.8956466192321386e-06,4.174430847167969
relu,10,15,0.00024158453743439168,4.3613080978393555
relu,10,16,1.3390855201578233e-05,4.05328893661499
relu,10,17,9.356839291285723e-05,4.0598180294036865
relu,10,18,2.7993257845082553e-06,4.087166786193848
relu,10,19,7.2463117248844355e-06,4.079827785491943
relu,10,20,6.22512914105755e-07,4.079815149307251
